id,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
1702,2015,1,27,0,0,3.33,82.08,1023.24,6.7,0.91,92.08,5.71,37.17,85.67,105.96,1488.08,16.82,290.18,20.9,293.54,33.98,333.08,22.59,5.15,1.94,91,64,1024.3,1021.1,100,39,74,0,100,0,100,10,27.77,10.14,35.36,12.98,52.87,15.31,33.84,16.2,TRUE
1704,2015,1,29,0,0,4.92,75.42,996.46,2.9,1.05,95.71,91.67,88.92,88,40.62,1882.35,31.96,246.73,40.49,247.45,65.37,257.01,44.32,7.34,1.55,93,62,1006.2,977.9,100,31,100,25,100,19,100,0,40.74,14.44,52.85,18.01,89.53,37.72,62.64,25.92,TRUE
1708,2015,2,2,0,0,1.31,85.12,1001.96,5.8,3.36,97.42,0,63.04,97.42,19.59,1503.21,26.66,275.68,30.81,277.42,37.36,295.32,31.23,3.05,-0.27,95,71,1004.9,995.1,100,65,0,0,100,0,100,65,45.1,10.11,55.89,11.62,68.77,10.7,51.12,15.84,TRUE
1710,2015,2,4,0,0,-0.17,72.21,1007.86,0,0,8.55,6.62,7.67,1.67,553.36,2710.94,12.25,71.83,15.96,56.18,40.67,76.11,20.94,2.52,-1.82,83,59,1013.1,1004.3,32,0,30,0,32,0,10,0,25.62,2.9,29.6,1.08,50.81,25.67,30.24,9.72,FALSE
1712,2015,2,6,0,0,-0.08,64.67,1015.78,0,0,2,0.25,2,1.08,588.06,2834.65,22.16,55.22,25.83,57.74,64.38,80.39,40.33,2.17,-1.73,72,57,1019.5,1013.9,30,0,3,0,30,0,23,0,35.97,10.59,39.86,11.25,86.87,47.71,51.48,26.64,FALSE
1714,2015,2,8,0,0,-0.29,77.71,1031.08,0.1,0,24.32,1.5,0,24.08,317.13,2703.82,13.06,154.75,16.13,155.51,31.91,38.34,18.84,3.32,-2.74,89,61,1033.6,1028.5,100,0,13,0,0,0,100,0,39.52,0.36,42.72,1.53,45.54,6.41,42.12,2.16,FALSE
1716,2015,2,10,0,0,2.31,83.33,1031.07,0,0,11.79,0,0,11.79,543.09,2961.92,8.92,101.2,12.78,99.21,23.58,78.83,16.2,6.45,-1.81,96,67,1033.4,1028.7,100,0,0,0,0,0,100,0,20.32,0.36,23.14,4.39,34.99,11.92,27,4.68,FALSE
1720,2015,2,14,0,0,7.97,70.62,1010.69,1,0,98.54,2,90.83,85.46,14.68,1855.65,10.39,171.65,15.15,178.74,37.45,208,21.82,10.29,6.02,81,64,1014.4,1007.7,100,78,20,0,100,43,100,2,17.91,4.07,26.8,3.6,71.18,8.85,36,7.2,TRUE
1722,2015,2,16,0,0,4.6,84.42,1018.23,0,0,71.62,0.92,16.58,55.46,242.36,2952.13,4.81,208.75,6.06,216.08,14.07,113.83,7.33,8.85,2.07,93,65,1021.2,1014.7,100,2,10,0,100,0,100,0,8.43,1.44,12.77,1.53,26.73,6.49,12.96,3.24,FALSE
1726,2015,2,20,0,0,6.01,60.62,1019.5,0,0,0,0,0,0,635.57,3511.94,10.41,150.84,14.37,159.36,42.51,246.5,21.23,13.1,2.01,85,37,1026.9,1009.6,0,0,0,0,0,0,0,0,20.07,3.6,30.02,2.1,78.2,18.44,34.2,1.44,TRUE
1730,2015,2,24,0,0,5.35,75.67,1008.73,0.3,0,85.38,17.5,63.54,57.62,204.89,2882.71,15.85,263.76,21.07,265.37,36.53,276.3,23.85,7.53,3.9,84,58,1016.9,1003.2,100,0,99,0,100,0,100,0,20.88,10.85,29.02,16.39,56.18,21.43,30.96,17.64,TRUE
1736,2015,3,2,0,0,8.2,74,1012.2,4.6,0,38.33,8.79,4.46,35.17,373.18,2467.97,32.95,268.66,42.66,269.32,74.35,273.53,49.97,11.27,4.3,88,59,1021.3,1006.7,100,0,100,0,79,0,100,0,42.28,19.62,55.63,29.24,101.33,50.56,62.28,39.24,TRUE
1738,2015,3,4,0,0,4.75,72.79,1027.18,1.4,0,58.12,1.12,36.17,51.38,254.87,2211.65,14.72,293.24,20.34,296.48,32.21,310.52,21.96,6.98,2.81,88,48,1031.3,1023.6,100,0,18,0,100,0,100,0,20.06,8.21,24.83,15.23,50.56,23.23,31.68,16.2,FALSE
1740,2015,3,6,0,0,5.13,65.33,1037.1,0,0,8.83,0,0,8.83,523.69,4231.06,5.43,154.56,6.08,147.32,16.87,87.51,11.76,9.27,2.15,76,53,1038.7,1035.2,100,0,0,0,0,0,100,0,10.09,1.44,14.51,0.36,39.61,7.65,23.04,1.8,FALSE
1742,2015,3,8,0,0,9.84,60.25,1026.74,0,0,32.7,80.38,19.04,0,498.17,4393.93,8.74,193.83,14.73,201.76,10.43,84.97,12.39,14.96,4.82,74,45,1030.7,1023.5,100,4.2,100,14,100,0,0,0,14.2,1.08,29.88,1.14,18.86,3.26,26.28,1.44,FALSE
1744,2015,3,10,0,0,10.39,75.21,1026.35,0,0,62.54,15.75,62.54,22.42,221.43,3891.97,6.74,273.31,9.31,271.77,8.84,264.68,8.41,14.36,6.61,91,54,1027.9,1025,100,0,100,0,100,0,100,0,14.51,0.51,23.02,0.51,22.69,3.71,22.32,2.16,FALSE
1746,2015,3,12,0,0,5.25,63.71,1027.33,0,0,7.08,0,0.17,6.92,600.7,4129.6,11.61,92.89,18.94,93.03,26.83,95.29,20.69,10.75,0.16,84,40,1030.8,1023.8,100,0,0,0,4,0,100,0,18.73,6.79,26.48,6.49,36.1,10,25.92,14.76,FALSE
1748,2015,3,14,0,0,4.56,74.25,1020.21,0,0,25.48,4.46,10.21,15.25,372.39,4567.48,7.92,261.82,11.37,247.5,18.82,118.17,12.33,10.74,-0.42,91,53,1022.1,1019.1,100,0,67,0,100,0,100,0,15.73,1.44,27.33,2.6,33.79,6.7,18,7.92,FALSE
1752,2015,3,18,0,0,11.97,66.42,1023.74,0,0,23.02,8.88,22.62,0,459.82,4880.76,6.57,259.69,8.66,241.24,15.18,78.35,8.95,17.67,8.47,84,52,1025.2,1022.1,89,0,100,0,89,0,0,0,17.02,0.51,23.58,0.36,23.45,4.68,23.04,1.8,FALSE
1754,2015,3,20,0,0,10,73.04,1022.29,0,0,5.27,15.04,0.79,0.75,670.06,5078.34,5.25,180.91,7.2,193.16,17.35,96.53,10.27,15.58,4.18,93,54,1025.5,1018.8,30,0,100,0,8,0,8,0,8.67,0.51,17.73,1.3,28.19,2.52,21.6,3.96,TRUE
1756,2015,3,22,0,0,8,70.71,1016.73,0,0,39.08,0,36.12,39.08,681.44,5160.22,16.36,114.32,20.64,102.31,34.67,78.38,22.17,12.14,3.82,89,52,1018.4,1015,100,0,0,0,100,0,100,0,30.26,6.3,34.58,7.07,50.41,15.7,33.48,11.52,FALSE
1758,2015,3,24,0,0,10.75,68.38,1008.32,0.2,0,42.47,12.21,41.92,18.29,407.09,4783.75,3.54,135.41,5.24,141.99,9.15,207.41,5.64,15.66,5.6,87,51,1011.7,1004,100,0,88,0,100,0,100,0,6.13,0.36,16.39,1.08,19.44,0.36,13.32,0.72,TRUE
1760,2015,3,26,0,0,8.18,70.54,1010.43,0.1,0,91.04,21.5,43.96,78.96,125.74,4238.18,14.29,287.55,17.87,289.15,24.85,282.87,18.21,11.37,5.06,88,54,1013.4,1006.3,100,0,100,0,100,0,100,0,18.47,8.91,25.12,8.77,39.96,8.59,27,9,TRUE
1762,2015,3,28,0,0,8.44,66.96,1022.11,1.9,0,47.51,18.08,24.12,40.46,355.51,4296.03,9.18,234.81,11.54,247.13,25.32,275.33,15.82,14.29,3.24,83,48,1025.4,1017.5,100,0,100,0,100,0,100,0,22.46,1.8,26.12,1.44,59.4,10.8,30.96,2.88,TRUE
1764,2015,3,30,0,0,9.42,73.08,1011.56,5.2,0,96.62,45.08,67.12,85.12,43.64,1876.12,31.36,275.08,40.29,275.61,67.08,282.18,47.04,11.06,8.24,87,58,1017.7,1007.1,100,38,100,0,100,0,100,1,43,19.65,54.65,27.61,98.63,42.55,60.48,30.6,TRUE
1770,2015,4,5,0,0,5.75,66,1019.49,0,0,47.04,0,7.29,47.04,523.21,4353.88,16.06,112.15,20.38,98.35,34.4,67.27,23.79,9.88,2.12,95,38,1024.6,1016.5,100,0,0,0,81,0,100,0,28.14,5.8,31.45,3.4,43.65,27,34.2,13.68,FALSE
1772,2015,4,7,0,0,5.88,58.96,1035.94,0,0,0,0,0,0,732.79,6292.3,9.35,124.04,13.06,121.24,23.04,75.55,19.69,12.08,-0.38,81,37,1038.1,1033.9,0,0,0,0,0,0,0,0,18.01,1.8,22.6,1.61,36.56,2.6,29.88,2.88,FALSE
1774,2015,4,9,0,0,11.79,58.5,1028.62,0,0,0.46,1.54,0,0,732.66,6270.05,7.26,167.91,10.15,158.92,18.07,180.25,17.07,19.27,3.9,82,39,1031.4,1025.4,6,0,20,0,0,0,0,0,13.9,3.4,15.72,3.55,31.63,7.64,32.04,3.6,FALSE
1778,2015,4,13,0,0,14.69,63.75,1030.65,0,0,18.13,8.75,0.62,15.88,550.14,6030.64,7.75,268.75,8.36,265.52,21.35,291.65,16.05,19.89,8.14,79,45,1032.7,1029.5,100,0,44,0,13,0,100,0,13.78,0.51,16.04,0.36,30.86,12.52,24.84,7.92,FALSE
1780,2015,4,15,0,0,16.37,45.62,1020.84,0,0,7.21,9.17,5.71,0,663.81,6633.17,6.73,148.69,11.92,168.71,11.22,193.46,12.26,24.12,8.76,70,29,1025.8,1016,100,0,100,0,100,0,0,0,11.44,1.94,24.57,1.8,20.16,0.8,21.6,1.8,TRUE
1782,2015,4,17,0,0,13.8,78.92,1012.88,15.3,0,95.83,32.33,80.67,85.58,0,2268.61,10.17,206.11,12.09,214.71,31.36,219.18,17.13,16.72,10.6,95,64,1015.9,1011.1,100,0,100,0,100,0,100,0,20.16,2.04,25.94,1.3,44.69,4.39,25.2,7.56,TRUE
1784,2015,4,19,0,0,9.83,53.96,1018.43,0,0,2.62,0,0,2.62,759.92,6950.01,10.92,93.76,16.21,100.69,44.08,96.38,18.44,17.44,1.97,73,34,1021,1015.7,20,0,0,0,0,0,20,0,20.53,1.08,26.73,1.8,68.1,21.67,26.28,11.16,FALSE
1786,2015,4,21,0,0,13.13,62.58,1027.4,0,0,0.41,1.38,0,0,833.77,6869.02,4.61,144.16,4.95,138.39,25.89,86.54,16.53,21.56,5.85,75,34,1029.3,1025.7,4.2,0,14,0,0,0,0,0,10.64,1.3,10.5,0.8,36.97,6.92,24.84,5.4,FALSE
1788,2015,4,23,0,0,11.63,61.58,1018.65,0,0,0,0,0,0,905.69,7047.02,9.61,192.92,13.99,175.86,6.85,158.2,13.47,17.63,4.57,89,36,1023.1,1015.2,0,0,0,0,0,0,0,0,17.56,1.14,20.97,6.49,13.91,3.55,22.68,6.12,FALSE
1790,2015,4,25,0,0,14.32,71.71,1011.08,8,0,94.62,66.33,86.75,79.12,0,2766.12,9.12,175.71,13.02,200.05,30.54,239.62,20.22,19.05,9.92,87,49,1012.1,1009.9,100,23,100,0,100,5,100,0,18.53,2.55,24.19,3.71,52.02,9.75,30.96,8.64,TRUE
1794,2015,4,29,0,0,11.16,60.46,1017.68,0,0,88.62,73.67,88.62,0.83,0,6560.19,8.05,152.43,11.2,148.06,17.74,136.91,15.3,17.27,4.21,82,39,1021.4,1014.4,100,0,100,0,100,0,10,0,14.06,3.6,20.88,1.48,34.11,3.6,27,4.68,TRUE
1798,2015,5,3,0,0,16.9,78.42,1008.47,11.2,0,100,75.67,100,88.46,0,2919.2,12.53,209,17.13,215.76,48.43,254.43,29.39,22.28,12.05,96,53,1011.5,1006.5,100,100,100,21,100,100,100,2,21.49,5.99,26.32,5.19,76.96,30.51,42.84,16.2,TRUE
1800,2015,5,5,0,0,19.37,61.21,1006.87,0.1,0,82.17,38.71,80.83,27.08,218.94,5375.6,18.42,220.77,25.8,225.79,49.69,249.64,33.99,24.11,14.73,89,42,1012.9,1002.9,100,1,100,0,100,0,100,0,30.7,6.61,35.35,9.69,94.9,28.39,57.24,19.08,FALSE
1802,2015,5,7,0,0,13.24,62.88,1020.7,0,0,84.46,25.71,28.92,60.17,32.55,4833.59,7.43,263.76,10.62,256.57,17.91,281.6,16.11,17.14,9.52,76,51,1023.6,1017.7,100,0,100,0,100,0,100,0,16.04,2.6,19.11,3.26,43.49,1.44,29.16,3.96,TRUE
1804,2015,5,9,0,0,16.12,72.62,1021.15,1.4,0,49.05,22.33,21,32.5,489.06,6498.78,15.45,261.04,20.44,265.61,34.06,273.67,24.25,19.43,13.22,90,56,1025.2,1017.4,100,0,100,0,100,0,100,0,24.59,9.09,27.79,15.99,47.16,22.68,30.24,17.64,FALSE
1808,2015,5,13,0,0,19.48,68.79,1017.45,1.6,0,52.31,42.21,29,35.54,357.8,6764.89,7.13,261.38,10.12,267.19,27.04,272.54,23.44,25.19,13.88,86,60,1022.8,1010.3,100,0,100,0,100,0,100,0,20.06,0.72,31.75,0.72,71.13,9.59,39.96,7.92,TRUE
1810,2015,5,15,0,0,10.22,88.67,1013,18.9,0,97.5,14.21,71.08,97.5,0,1309.19,15.26,280.88,19.37,284.11,36.11,163.45,23.18,12.18,7.99,96,80,1016.6,1011.3,100,40,100,0,100,0,100,40,31.56,4.02,42,7.92,61.13,12.59,43.56,14.76,FALSE
1812,2015,5,17,0,0,15.32,74.54,1024.12,0.6,0,47.25,15.04,3.04,45,578.08,6651.86,8.99,319.63,11.32,327.24,11.17,322.29,10.74,19.58,11.79,95,51,1026.9,1020.3,100,0,92,0,40,0,100,0,13.71,4.74,15.48,3.98,17.58,6.41,14.76,5.76,FALSE
1814,2015,5,19,0,0,13.74,66.58,1010.55,0,0,73.71,36.12,50.5,62.46,177.57,5275.92,16.15,266.91,20.8,277.64,34,281.12,27.25,16.21,10.99,80,50,1012.8,1008.4,100,0,100,0,100,0,100,0,25.86,5.86,28.11,12.76,46.45,20.62,34.56,20.16,TRUE
1816,2015,5,21,0,0,11.08,63,1022.65,0,0,45,0,41.67,29.08,609.72,7557.88,17.36,225.52,22.15,201.2,35.46,40.28,23.28,15.75,6.91,76,46,1026.6,1020.1,100,0,0,0,100,0,100,0,26.53,6.48,30.55,14.39,41.27,29.27,27,15.48,FALSE
1818,2015,5,23,0,0,13.61,69.83,1018.66,0,0,98.75,33.96,22.46,98.75,0,2916.53,5.7,201.76,7.06,169.86,24.27,56.62,14.58,17.34,9.03,84,51,1021.4,1017.1,100,70,100,0,100,0,100,70,16.87,0,20.99,0,39.13,5.62,24.84,3.24,FALSE
1820,2015,5,25,0,0,14.96,79.08,1015.85,7.4,0,99.08,5.04,40.83,98.38,10.21,2704.71,5.48,289.11,7.06,282.05,10.94,259.5,8.79,17.26,12.72,96,65,1017.7,1013.6,100,78,37,0,100,0,100,61,10.88,1.8,15.75,1.53,36.76,0.51,20.52,1.44,TRUE
1822,2015,5,27,0,0,11.91,67.21,1022.65,0,0,15.42,0,0,15.42,672.7,7463.54,5.91,252.14,7.76,220.11,12.19,147.66,9.03,16.94,6.52,88,47,1024.5,1020.3,100,0,0,0,0,0,100,0,12.62,0,16.04,0.8,26.69,2.9,16.56,0,FALSE
1824,2015,5,29,0,0,17.13,61.46,1013.02,0.2,0,32.7,8.38,27.54,7.46,490.05,5760.97,11.55,220.98,13.31,235.72,26.97,266.07,21.93,21.84,12.6,73,45,1015.8,1011,100,0,67,0,100,0,100,0,26.28,2.9,30.25,2.04,38.63,14.21,42.48,2.88,TRUE
1826,2015,5,31,0,0,17.13,67.38,1016.51,0,0,60.28,69.92,48.21,14.21,299.81,6676.78,5.1,201.35,5.96,213.66,13.1,247.32,12.26,22.27,10.22,92,48,1018.7,1014.5,100,5.7,100,0,100,0,100,0,11.52,0.72,12.26,0.72,31.88,1.8,23.76,2.88,TRUE
1830,2015,6,4,0,0,21.18,74.58,1023.28,0,0,24.69,8.12,1.08,23.08,712.87,8022.46,6.34,324.43,7.54,301.28,11.49,107.16,8.53,27.8,14.54,93,55,1025.5,1020.2,100,0,100,0,20,0,100,0,10.5,3.32,14.4,2.31,20.62,0.72,13.68,5.04,TRUE
1832,2015,6,6,0,0,25.25,61.17,1021.63,0.1,0,16.5,8.71,10.83,5.67,674.17,7814.2,10.42,220.96,11.47,217.15,15.58,226.49,11.81,29.51,20.85,81,42,1024.6,1019.4,100,0,100,0,100,0,100,0,20.08,2.97,24.25,1.61,23.77,6.37,24.48,2.52,TRUE
1834,2015,6,8,0,0,16.86,83.04,1021.98,1.1,0,66.7,39,24.08,66.62,266.81,4771.29,13.92,310.22,16.58,315.51,14.27,103.32,13.83,21.1,14.02,93,69,1023.7,1020.3,100,0,100,0,100,0,100,0,23.6,1.61,28.77,1.08,24.03,1.8,23.4,3.6,FALSE
1838,2015,6,12,0,0,21.28,69.25,1011.2,1.7,0,26.43,22.33,25,12.75,729.27,7044.35,12.21,147.05,17.52,145.64,13.03,169.35,14.07,28.37,15.54,85,45,1013.2,1009.3,100,0,100,0,100,0,100,0,32.43,4.33,39.31,4.45,33.28,2.16,30.6,7.2,TRUE
1840,2015,6,14,0,0,20.34,74.92,1009.92,2.9,0,81.6,69.25,80.88,63.46,145.53,3877.73,4.98,239.39,6.21,253.1,6.25,220.79,6.41,23.83,17.36,92,57,1011.3,1008.3,100,9,100,21,100,0,100,0,11.79,0.36,12.5,0,13.71,1.08,12.6,2.88,TRUE
1842,2015,6,16,0,0,16.35,85,1018.12,10,0,91.83,33.92,65.71,76.54,91.9,2967.26,10.41,152.08,15.16,133.33,17.15,64.78,14.22,20.01,13.21,97,69,1019.8,1017.3,100,18,100,0,100,0,100,0,18.71,2.81,23.58,5.19,33.12,3.83,24.12,5.4,FALSE
1846,2015,6,20,0,0,14.59,72.29,1019.8,4.8,0,73,4.25,28.75,65.96,320.98,3581.36,10.47,301.68,13.8,290.83,21.37,296.71,16.22,16.11,12.64,87,63,1021.5,1018.4,100,10,34,0,100,0,100,2,24.03,3.6,28.59,6.12,44.06,10.99,29.16,6.84,TRUE
1850,2015,6,24,0,0,16.34,64.38,1020.73,0,0,1.48,0.75,0,1.25,942.92,8306.37,6.44,166.51,8.97,169.33,7.89,80.86,9.21,22.38,8.98,89,46,1021.7,1019.8,10,0,16,0,0,0,10,0,9.37,2.74,16.58,4.45,12.65,2.9,12.96,4.68,FALSE
1852,2015,6,26,0,0,21.58,53.54,1020.67,0,0,37.65,32.62,34.54,0,467.48,7560.55,4.58,200.26,5.62,193.71,5.67,213.23,6.74,26.66,15.37,70,35,1022.3,1018.5,100,0.3,100,0,100,0,0,0,8.05,2.52,9.18,2.52,9,2.31,10.44,2.88,TRUE
1854,2015,6,28,0,0,20.26,61.75,1020.93,0,0,4.68,11.38,0,1.67,920.63,8305.48,5.34,248.82,6.57,256.96,7.92,151.4,7.27,26.01,14.5,80,42,1022.4,1019.1,30,0,100,0,0,0,10,0,11.44,0.51,16.68,0.72,18.36,1.44,17.28,2.52,FALSE
1856,2015,6,30,0,0,24.32,63.5,1019.06,0,0,1.35,4.5,0,0,959.51,8139.05,4.37,182.49,4.96,171.43,8.39,137.26,5.94,30.17,17.65,89,44,1020.7,1016.7,8.7,0,29,0,0,0,0,0,8.76,0,12.77,0.36,23.16,2.74,11.16,1.8,FALSE
1858,2015,7,2,0,0,28.06,56.25,1019.28,0,0,0,0,0,0,957.94,8073.19,9.31,117.49,12.43,120.71,7.11,164.88,9.18,35.06,20.78,78,34,1020.9,1018.4,0,0,0,0,0,0,0,0,12.62,5.12,19.67,6.48,12.29,0.72,18.36,2.16,FALSE
1860,2015,7,4,0,0,29.45,50.58,1020.3,0,0,3.77,6.83,2.04,0,932.84,7985.08,5.78,154.91,8.18,172.7,10.64,227.41,9.02,35.1,23.94,73,29,1021.9,1017.7,32,0,43,0,32,0,0,0,12.73,2.19,21.47,1.8,21.47,1.14,23.76,1.44,FALSE
1864,2015,7,8,0,0,21.24,54.38,1015,0.4,0,27.25,0.83,2.92,27,653.92,7111.99,21.02,274.78,27.16,277.06,39.12,279.87,32.82,25.49,17.68,67,44,1017.3,1011.6,100,0,20,0,10,0,100,0,28.64,11.28,33.63,20.36,52.85,26.53,44.64,25.2,FALSE
1866,2015,7,10,0,0,18.82,59.21,1020.93,0,0,0,0,0,0,888.52,8203.13,7.83,91.15,10.35,88.39,14.17,84.35,11.66,25.99,10.37,80,39,1023.7,1017.7,0,0,0,0,0,0,0,0,12.57,3.6,20.86,2.28,26.67,5,20.52,4.68,FALSE
1868,2015,7,12,0,0,22.4,57.83,1019.21,0,0,65.26,44.25,41.54,24.75,331.15,6968.7,11.17,287.07,14.41,298.08,16.3,314.77,17,27,17.11,77,43,1020.2,1018,100,2.7,100,0,100,0,100,0,20.63,2.81,22.42,4.84,23.42,6.64,27.72,6.12,FALSE
1872,2015,7,16,0,0,26.17,55,1016.48,0,0,0.16,0.54,0,0,876,7846.24,6.5,117.22,7.53,119.88,6.99,130.39,10.41,32.2,19.71,73,36,1018.2,1014.1,3,0,10,0,0,0,0,0,10.9,2.55,15.94,1.3,11.79,3.55,17.28,1.8,FALSE
1874,2015,7,18,0,0,25.68,54.83,1016.66,3.2,0,31.64,19.33,30.62,9.58,432.67,5496.64,11.58,167.92,13.04,193.1,23.07,218.4,16.5,28.23,22.5,77,45,1018.8,1015,100,0,100,0,100,0,75,0,18.79,2.88,23.11,2.55,55.18,11.79,26.28,8.28,TRUE
1876,2015,7,20,0,0,24.2,60,1014.61,0,0,1.67,0,0,1.67,845.05,7581.02,8.8,255.61,10.93,278.27,15.82,280.44,15.48,29.99,17.22,82,42,1015.6,1013.6,10,0,0,0,0,0,10,0,12.73,3.6,18.36,3.55,29.96,10.44,20.88,10.08,FALSE
1878,2015,7,22,0,0,27.15,60.58,1014.14,5.7,0,45.65,32,40.75,33.42,429.46,5206.5,6.34,187.65,7.64,194.72,7.12,253.8,8.04,33.62,21.98,84,33,1017.2,1012.8,100,0,100,0,100,0,100,0,17.5,0.36,22.42,1.53,27.1,0.8,25.2,0.72,TRUE
1880,2015,7,24,0,0,24.15,63.54,1010.29,0.9,0,48.5,12.21,6.04,47.04,599.29,7146.7,5.4,174.72,6.17,176.28,12.03,137.47,10.75,30.06,17.63,88,41,1014.5,1005.3,100,0,100,0,100,0,100,0,19.44,0.72,31.09,0.36,36.72,4.45,26.28,1.8,TRUE
1882,2015,7,26,0,0,16.6,62.12,1014.71,1.7,0,52.75,33.96,50,38.38,279.33,4364.56,8.47,142.48,9.64,143.51,14.96,203.65,13.65,20.65,12.42,84,42,1018.9,1010.5,100,0,100,0,100,0,100,0,14.15,1.94,18.64,1.94,41.59,2.31,25.56,6.48,TRUE
1888,2015,8,1,0,0,19.53,67,1014.76,0.2,0,82.92,44.25,76.42,68.62,158.3,4032.59,5.78,220.99,7.68,228.25,12.69,248.51,10.9,24.41,14.7,85,46,1017.6,1012.8,100,0,100,0,100,0,100,0,14.34,2.31,21.18,1.8,40.96,0.72,23.4,3.6,FALSE
1890,2015,8,3,0,0,23.92,59.42,1016.37,0,0,1.44,4.79,0,0,886.27,7384.33,7,166.42,11.2,183.19,13.48,226.35,10.83,31.17,16.07,82,35,1017.7,1014.7,11.1,0,37,0,0,0,0,0,11.11,1.08,21.76,0.36,29.57,1.8,21.96,1.8,TRUE
1892,2015,8,5,0,0,23.4,66.79,1016.49,0,0,34.34,5.62,2.33,33.38,587.62,6252.25,10.67,106.47,12.96,120.04,13.33,142.02,12.27,30.18,16.05,90,40,1018.7,1013.7,100,0,38,0,56,0,100,0,15.65,3.22,19.83,1.8,19.38,5.09,21.24,1.8,FALSE
1894,2015,8,7,0,0,28.6,54,1014.6,0,0,0.41,1.38,0,0,939,7169.84,6.5,114.28,10.44,118.17,15.85,180.93,10.12,35.77,21.42,81,28,1016.3,1013,6.3,0,21,0,0,0,0,0,10.59,1.14,19.3,0.72,32.06,2.1,18.72,2.88,TRUE
1896,2015,8,9,0,0,21.62,85.67,1016.99,4.2,0,94.42,78.75,71.83,72.12,0,2309.55,13.32,276.5,15.98,282.2,23.25,189.07,16.67,26.57,19.49,96,59,1018.1,1015.3,100,3,100,0,100,0,100,0,23.04,4.55,26.32,3.42,46.2,10.32,22.32,11.52,TRUE
1898,2015,8,11,0,0,23.3,70.67,1015.74,0,0,25.93,0.29,0,25.92,581.82,6407.11,6.12,206.56,6.79,216.04,7.87,63.94,8.77,28.65,18.01,94,50,1016.8,1014.6,100,0,4,0,0,0,100,0,15.84,2.97,16.58,2.41,14.44,3.62,17.28,2.88,FALSE
1900,2015,8,13,0,0,25,63.5,1014.13,3.9,0,48.38,49.54,47.04,19.04,359.17,5462.82,8.24,161.04,13.05,162.13,19,199.15,14.19,32.14,19.25,79,40,1017.6,1010.3,100,0,100,0,100,0,100,0,29.95,1.48,40.43,1.53,62.02,1.3,48.96,5.04,TRUE
1902,2015,8,15,0,0,17.55,78.75,1011.58,0.9,0,89.18,69.04,88.79,85.08,0,2790.15,11.02,200.25,13.2,213.91,23.17,270.09,15.75,19.43,16.04,87,67,1014,1010.4,100,0.3,100,0,100,0,100,0,20.28,1.08,21.79,1.02,29.66,6.76,24.84,6.84,TRUE
1904,2015,8,17,0,0,17.75,69.21,1013.38,0,0,66,7.04,19.21,51.29,347.97,4966.2,9.71,301.71,11.79,301.91,13.39,324.7,12.02,21.33,13.16,92,50,1014.5,1011.8,100,0,46,0,100,0,100,0,16.07,2.04,16.77,2.62,18.64,7.64,20.16,3.6,FALSE
1906,2015,8,19,0,0,17.02,67.29,1019.18,0,0,39.76,16.42,16.04,28.54,612.42,5953.21,5.8,191.73,6.77,189.9,7.29,103.69,8.4,21.5,12.59,82,51,1021.6,1017.4,100,0,67,0,100,0,100,0,11.04,1.08,15.63,1.08,11.97,0.36,13.32,1.8,FALSE
1908,2015,8,21,0,0,19.05,64.33,1022.74,0,0,0.42,0,0,0.42,836.52,6609.14,10.27,104.87,15.88,103.62,9.2,74.86,14.07,24.8,13.31,85,44,1024.3,1020.7,10,0,0,0,0,0,10,0,15.46,5.99,24.58,5.12,21.27,5.62,20.16,8.64,FALSE
